Institute,Branch,Opening_Rank,Closing_Rank,Gender
IIT/Hyderabad,Elect. Engg. (4111),1444.0,1982.0,Female
IIT/BHU Varanasi,Elect. Engg. (4111),3076.0,3692.0,Female
IIT/Ropar,Elect. Engg. (4111),5109.0,5987.0,Female
IIT/Indore,Elect. Engg. (4111),2872.0,3723.0,Female
IIT/ISM Dhanbad,Elect. Engg. (4111),4818.0,6076.0,Female
IIT/Gandhinagar,Elect. Engg. (4111),3895.0,4856.0,Female
IIT/Jodhpur,Elect. Engg. (4111),6001.0,6741.0,Female
IIT/Mandi,Elect. Engg. (4111),5819.0,6932.0,Female
IIT/ Bhubneshwar,Elect. Engg. (4111),5616.0,6113.0,Female
IIT/Tirupati,Elect. Engg. (4111),4972.0,6028.0,Female
IIT/Jammu,Elect. Engg. (4111),7905.0,8063.0,Female
IIT/Goa,Elect. Engg. (4111),7474.0,7476.0,Female
IIT/Palakkad,Elect. Engg. (4111),5230.0,7354.0,Female
IIT/Roorkee,ECE          (4114),1518.0,2087.0,Female
IIT/Guwahati,ECE          (4114),2163.0,2619.0,Female
IIT/ISM Dhanbad,ECE          (4114),4069.0,4767.0,Female
IIT/Patna,ECE          (4114),4902.0,5145.0,Female
IIT/ Bhubneshwar,ECE          (4114),3745.0,4475.0,Female
IIT/Bhilai,ECE          (4114),6138.0,6323.0,Female
IIT/Dharwad,ECE          (4114),5679.0,6007.0,Female
IIT/Kharagpur,Electron & Elec Engg EEE (4115),1002.0,1894.0,Female
IIT/Delhi,Elect. Engg.  Power & Auto (4112),1270.0,1965.0,Female
IIT/Kharagpur,Maths & Compu SCI (4208),1312.0,2269.0,Female
IIT/Hyderabad,Maths & Compu SCI (4208),1196.0,1268.0,Female
IIT/Kanpur,Maths & Compu (4203),1951.0,2474.0,Female
IISc./Banglore,Maths & Compu (4203),2649.0,2797.0,Female
IIT/Kanpur,Data Sc. & AI (4181 / 4207),2077.0,2376.0,Female
IIT/Roorkee,Data Sc. & AI (4181 / 4207),1072.0,1177.0,Female
IIT/Guwahati,Data Sc. & AI (4181 / 4207),1351.0,1420.0,Female
IIT/Mandi,Data Sc. & AI (4181 / 4207),4228.0,4684.0,Female
IIT/Bhilai,Data Sc. & AI (4181 / 4207),5373.0,5902.0,Female
IIT/Patna,Data Sc. & AI (4188),3690.0,3867.0,Female
IIT/Jodhpur,Data Sc. & AI (4188),3998.0,4660.0,Female
IIT/Madras,Comp En & Mechs (412U),1442.0,1660.0,Female
IIT/Guwahati,Electronics & Electrical     (4116),2715.0,2820.0,Female
IIT/Patna,Electrical  & Electro  (4144),5483.0,6237.0,Female
IIT/Dharwad,Electrical  & Electro  (4144),6791.0,7627.0,Female
IIT/Bombay,Elect. Engg. (5217),1147.0,1651.0,Female
IIT/BHU Varanasi,Electronics Engg.       (4113),2725.0,3018.0,Female
IIT/Jodhpur,Electronics Engg.       (4113),5142.0,6587.0,Female
IIT/Bombay,Mechanical Engg.  (4125),1288.0,2990.0,Female
IIT/Delhi,Mechanical Engg.  (4125),2792.0,3321.0,Female
IIT/Kharagpur,Mechanical Engg.  (4125),3829.0,4695.0,Female
IIT/Madras,Mechanical Engg.  (4125),3339.0,4297.0,Female
IIT/Kanpur,Mechanical Engg.  (4125),3484.0,4172.0,Female
IIT/Roorkee,Mechanical Engg.  (4125),3628.0,5153.0,Female
IIT/Guwahati,Mechanical Engg.  (4125),5059.0,5461.0,Female
IIT/Hyderabad,Mechanical Engg.  (4125),3236.0,4372.0,Female
IIT/BHU Varanasi,Mechanical Engg.  (4125),6086.0,7082.0,Female
IIT/Ropar,Mechanical Engg.  (4125),6740.0,8315.0,Female
IIT/Indore,Mechanical Engg.  (4125),5505.0,6262.0,Female
IIT/ISM Dhanbad,Mechanical Engg.  (4125),7294.0,8233.0,Female
IIT/Gandhinagar,Mechanical Engg.  (4125),7773.0,8011.0,Female
IIT/Patna,Mechanical Engg.  (4125),8361.0,8791.0,Female
IIT/Jodhpur,Mechanical Engg.  (4125),7407.0,8457.0,Female
IIT/Mandi,Mechanical Engg.  (4125),8628.0,8826.0,Female
IIT/ Bhubneshwar,Mechanical Engg.  (4125),7589.0,8560.0,Female
IIT/Tirupati,Mechanical Engg.  (4125),7812.0,8262.0,Female
IIT/Jammu,Mechanical Engg.  (4125),9314.0,10241.0,Female
IIT/Goa,Mechanical Engg.  (4125),8065.0,9279.0,Female
IIT/Bhilai,Mechanical Engg.  (4125),9206.0,10129.0,Female
IIT/Palakkad,Mechanical Engg.  (4125),9020.0,9327.0,Female
IIT/Dharwad,Mechanical Engg.  (4125),9135.0,10216.0,Female
IIT/Bombay,Chemical Engg   (4107),2926.0,3280.0,Female
IIT/Delhi,Chemical Engg   (4107),3401.0,4023.0,Female
IIT/Kharagpur,Chemical Engg   (4107),4930.0,5452.0,Female
IIT/Madras,Chemical Engg   (4107),3435.0,4824.0,Female
IIT/Kanpur,Chemical Engg   (4107),4038.0,4961.0,Female
IIT/Roorkee,Chemical Engg   (4107),4887.0,5811.0,Female
IIT/Hyderabad,Chemical Engg   (4107),3705.0,5099.0,Female
IIT/BHU Varanasi,Chemical Engg   (4107),6542.0,8000.0,Female
IIT/Ropar,Chemical Engg   (4107),5953.0,7862.0,Female
IIT/Indore,Chemical Engg   (4107),5718.0,7111.0,Female
IIT/ISM Dhanbad,Chemical Engg   (4107),7833.0,8113.0,Female
IIT/Gandhinagar,Chemical Engg   (4107),6416.0,7702.0,Female
IIT/Patna,Chemical Engg   (4107),8875.0,9854.0,Female
IIT/Jodhpur,Chemical Engg   (4107),8464.0,8700.0,Female
IIT/Mandi,Chemical Engg   (4107),8490.0,8629.0,Female
IIT/Tirupati,Chemical Engg   (4107),7340.0,9261.0,Female
IIT/Jammu,Chemical Engg   (4107),10001.0,10449.0,Female
IIT/Bombay,Civil Engg. (4109),2681.0,4410.0,Female
IIT/Delhi,Civil Engg. (4109),3574.0,5414.0,Female
IIT/Kharagpur,Civil Engg. (4109),4891.0,7201.0,Female
IIT/Madras,Civil Engg. (4109),5415.0,7175.0,Female
IIT/Kanpur,Civil Engg. (4109),4877.0,5823.0,Female
IIT/Roorkee,Civil Engg. (4109),5276.0,7347.0,Female
IIT/Guwahati,Civil Engg. (4109),7456.0,7988.0,Female
IIT/Hyderabad,Civil Engg. (4109),5177.0,7015.0,Female
IIT/BHU Varanasi,Civil Engg. (4109),7688.0,8291.0,Female
IIT/Ropar,Civil Engg. (4109),8809.0,9871.0,Female
IIT/Indore,Civil Engg. (4109),8184.0,8509.0,Female
IIT/ISM Dhanbad,Civil Engg. (4109),9623.0,9910.0,Female
IIT/Gandhinagar,Civil Engg. (4109),8756.0,9008.0,Female
IIT/Patna,Civil Engg. (4109),9486.0,10364.0,Female
IIT/Mandi,Civil Engg. (4109),8698.0,9090.0,Female
IIT/ Bhubneshwar,Civil Engg. (4109),,,Female
IIT/Tirupati,Civil Engg. (4109),7590.0,8337.0,Female
IIT/Jammu,Civil Engg. (4109),10987.0,11028.0,Female
IIT/Palakkad,Civil Engg. (4109),8624.0,10142.0,Female
IIT/Bombay,Energy Engg.     (4198),3273.0,4313.0,Female
IIT/Delhi,Energy Engg.     (4198),4115.0,4249.0,Female
IIT/Roorkee,Energy Engg.     (4198),5636.0,5636.0,Female
IIT/Guwahati,Energy Engg.     (4198),7537.0,7537.0,Female
IIT/Patna,ECE & MTe Communic  VLSI (5A06),6294.0,6294.0,Female
IIT/Roorkee,Maths & Compu (5606),2316.0,2567.0,Female
IIT/Dharwad,Maths & Compu (5609) ,10500.0,10692.0,Female
IIT/Patna,EEE & MTe Power cont    (5A07),6902.0,6902.0,Female
IIT/Patna,Mch &MBA IIM Bomb    (5416)/ (5A10),,,Female
IIT/Roorkee,Architect (5101),7330.0,9946.0,Female
IIT/Hyderabad,Computat Engg.    (410A),1945.0,2248.0,Female
IIT/Hyderabad,Elec Engg. IC design Tech.  (410T) / (412J),1779.0,1881.0,Female
IIT/Gandhinagar,Elec Engg. IC design Tech.  (410T) / (412J),5355.0,5865.0,Female
IIT/Kanpur,Material Sc & Engg.          (4123)/411D / (412O),6164.0,7195.0,Female
IIT/BHU Varanasi,Material Sc & Engg.          (4123)/411D / (412O),7990.0,8236.0,Female
IIT/Mandi,Material Sc & Engg.          (4123)/411D / (412O),9281.0,10058.0,Female
IIT/Palakkad,Material Sc & Engg.          (4123)/411D / (412O),10656.0,10785.0,Female
IISc./Banglore,Material Sc & Engg.          (4123)/411D / (412O),4231.0,4231.0,Female
IIT/Mandi,Maths & Computing (411F)/ Major Maths,4022.0,4295.0,Female
IIT/Dharwad,Maths & Computing (411F)/ Major Maths,9768.0,9768.0,Female
IIT/Ropar,AI & Data Engg.       (411G),3890.0,4474.0,Female
IIT/BHU Varanasi,Metallurgic Engg.     (4126) /Minaral (4189),8382.0,9300.0,Female
IIT/ISM Dhanbad,Metallurgic Engg.     (4126) /Minaral (4189),9277.0,9575.0,Female
IIT/Kharagpur,Metallurg & Material SC   (4127)/(4161),5949.0,7677.0,Female
IIT/Madras,Metallurg & Material SC   (4127)/(4161),4301.0,4737.0,Female
IIT/Roorkee,Metallurg & Material SC   (4127)/(4161),6797.0,7375.0,Female
IIT/Hyderabad,Metallurg & Material SC   (4127)/(4161),6653.0,7147.0,Female
IIT/Ropar,Metallurg & Material SC   (4127)/(4161),9560.0,10272.0,Female
IIT/Patna,Metallurg & Material SC   (4127)/(4161),10017.0,10452.0,Female
IIT/ Bhubneshwar,Metallurg & Material SC   (4127)/(4161),9826.0,10420.0,Female
IIT/Ropar,Elec Engg. Circuit & Tech (413B),5109.0,5987.0,Female
IIT/Jodhpur,Civil Engg & Infrastruc.    (4141),7488.0,8646.0,Female
IIT/Dharwad,Civil Engg & Infrastruc.    (4141),9350.0,10271.0,Female
IIT/Palakkad,Data Sc. & Engg.     (4187) ,5402.0,5773.0,Female
IIT/Delhi,Chemical Engg.       (5210),4126.0,5075.0,Female
IIT/Patna,BT Civil & structural (5A04),10167.0,10167.0,Female
IIT/Bombay,Aerospace Engg. /Space Sc      (4101)/ (413I),2638.0,3632.0,Female
IIT/Kharagpur,Aerospace Engg. /Space Sc      (4101)/ (413I),3550.0,5228.0,Female
IIT/Madras,Aerospace Engg. /Space Sc      (4101)/ (413I),2583.0,3378.0,Female
IIT/Kanpur,Aerospace Engg. /Space Sc      (4101)/ (413I),3935.0,4904.0,Female
IIT/Indore,Aerospace Engg. /Space Sc      (4101)/ (413I),6928.0,6928.0,Female
IIT/Jodhpur,Aerospace Engg. /Space Sc      (4101)/ (413I),6952.0,7461.0,Female
IISc./Banglore,Aerospace Engg. /Space Sc      (4101)/ (413I),3729.0,3843.0,Female
IIT/Madras,Aerospace Engg.      (5201),4706.0,4706.0,Female
IIT/Patna,Btech AI & MBA Gaya (5414),5780.0,5780.0,Female
IIT/Bombay,Instrumentation Engg.       (4121) Indust (412I),1986.0,2608.0,Female
IIT/Kharagpur,Instrumentation Engg.       (4121) Indust (412I),,,Female
IIT/Bombay,Chemistry     (4201)   Petroleum Engg (4134),7623.0,7860.0,Female
IIT/Delhi,Chemistry     (4201)   Petroleum Engg (4134),8487.0,9163.0,Female
IIT/Kharagpur,Chemistry     (4201)   Petroleum Engg (4134),9759.0,9932.0,Female
IIT/Kanpur,Chemistry     (4201)   Petroleum Engg (4134),8327.0,9266.0,Female
IIT/ISM Dhanbad,Chemistry     (4201)   Petroleum Engg (4134),8817.0,10045.0,Female
IIT/Bombay,Engg. Physics    (4117),3029.0,3840.0,Female
IIT/Delhi,Engg. Physics    (4117),3036.0,4968.0,Female
IIT/Madras,Engg. Physics    (4117),2951.0,3015.0,Female
IIT/Roorkee,Engg. Physics    (4117),5878.0,6664.0,Female
IIT/Guwahati,Engg. Physics    (4117),6975.0,6595.0,Female
IIT/Hyderabad,Engg. Physics    (4117),3722.0,3722.0,Female
IIT/BHU Varanasi,Engg. Physics    (4117),6515.0,7552.0,Female
IIT/Ropar,Engg. Physics    (4117),8350.0,8350.0,Female
IIT/Indore,Engg. Physics    (4117),8044.0,8044.0,Female
IIT/ISM Dhanbad,Engg. Physics    (4117),8318.0,8427.0,Female
IIT/Patna,Engg. Physics    (4117),9220.0,9767.0,Female
IIT/Mandi,Engg. Physics    (4117),9790.0,10363.0,Female
IIT/ Bhubneshwar,Engg. Physics    (4117),8625.0,8625.0,Female
IIT/Tirupati,Engg. Physics    (4117),8725.0,8725.0,Female
IIT/Jammu,Engg. Physics    (4117),11046.0,11136.0,Female
IIT/Dharwad,Engg. Physics    (4117),9282.0,9521.0,Female
IIT/Bombay,Metallurgical Engg & Mat Sc  (4128),3417.0,4498.0,Female
IIT/Indore,Metallurgical Engg & Mat Sc  (4128),8553.0,9269.0,Female
IIT/Bhilai,Metallurgical Engg & Mat Sc  (4128),10427.0,10427.0,Female
IIT/Bombay,BS in Maths     (4206),3185.0,3185.0,Female
IIT/Bombay,Economics    (4202)/ (5608) ,2749.0,3139.0,Female
IIT/Kharagpur,Economics    (4202)/ (5608) ,5542.0,6698.0,Female
IIT/Kanpur,Economics    (4202)/ (5608) ,4980.0,5416.0,Female
IIT/Roorkee,Economics    (4202)/ (5608) ,5564.0,6503.0,Female
IIT/Patna,Economics    (4202)/ (5608) ,8343.0,8343.0,Female
IIT/Bombay,Environment Sc.  (410U)  Engg (4119),4511.0,5353.0,Female
IIT/ISM Dhanbad,Environment Sc.  (410U)  Engg (4119),9698.0,10374.0,Female
IIT/Bombay,Applied Engg & Geo Phy     (4215),7744.0,7744.0,Female
IIT/Mandi,B.Tech in Microelectro (411E),3887.0,6124.0,Female
IIT/Mandi,B.Tech in Gen. Engg.    (410Y),7952.0,7966.0,Female
IIT/Mandi,BS in Chemical Sc.   (4213),10600.0,10910.0,Female
IIT/Madras,Bio. Engg.   (4143)/(412N) Bio Sc. (4194)/(4191),7410.0,7410.0,Female
IIT/Roorkee,Bio. Engg.   (4143)/(412N) Bio Sc. (4194)/(4191),6576.0,8056.0,Female
IIT/Guwahati,Bio. Engg.   (4143)/(412N) Bio Sc. (4194)/(4191),7949.0,8987.0,Female
IIT/Hyderabad,Bio. Engg.   (4143)/(412N) Bio Sc. (4194)/(4191),6943.0,7237.0,Female
IIT/Jodhpur,Bio. Engg.   (4143)/(412N) Bio Sc. (4194)/(4191),9812.0,10635.0,Female
IIT/Mandi,Bio. Engg.   (4143)/(412N) Bio Sc. (4194)/(4191),10225.0,10546.0,Female
IIT/Delhi,Engg. & Computational Engg (4192),1916.0,2020.0,Female
IIT/Delhi,Bio Tech & Bio Engg.  (4105)/(4199) (4173),6552.0,6855.0,Female
IIT/Hyderabad,Bio Tech & Bio Engg.  (4105)/(4199) (4173),6109.0,6204.0,Female
IIT/BHU Varanasi,Bio Tech & Bio Engg.  (4105)/(4199) (4173),8889.0,8889.0,Female
IIT/Delhi,Production & Industrial Eng (4136) Mechat engg (4178),4726.0,5756.0,Female
IIT/Roorkee,Production & Industrial Eng (4136) Mechat engg (4178),5978.0,6783.0,Female
IIT/Bhilai,Production & Industrial Eng (4136) Mechat engg (4178),8096.0,8800.0,Female
IIT/Delhi,Material Sc.   (4193),5532.0,5611.0,Female
IIT/Gandhinagar,Material Sc.   (4193),8304.0,8918.0,Female
IIT/Jodhpur,Material Sc.   (4193),9554.0,10038.0,Female
IIT/Jammu,Material Sc.   (4193),10758.0,11051.0,Female
IIT/Delhi,Textile Tech. (4139)/ Ceramic (4106),5659.0,6765.0,Female
IIT/BHU Varanasi,Textile Tech. (4139)/ Ceramic (4106),10030.0,10781.0,Female
IIT/Delhi,Design       (412T),5238.0,5238.0,Female
IIT/Kharagpur,Idustrial chem Sc. & Engg.            (4170)/(410B)  (410D),3416.0,3996.0,Female
IIT/Hyderabad,Idustrial chem Sc. & Engg.            (4170)/(410B)  (410D),6734.0,7191.0,Female
IIT/BHU Varanasi,Idustrial chem Sc. & Engg.            (4170)/(410B)  (410D),8494.0,10245.0,Female
IIT/Dharwad,Idustrial chem Sc. & Engg.            (4170)/(410B)  (410D),9074.0,10290.0,Female
IIT/Kharagpur,Manufacturi Sci. & Engg. (4122),5946.0,6250.0,Female
IIT/Kharagpur,Mining Engg. (4130)/ Space Engg/ Machin (4131),7699.0,9073.0,Female
IIT/BHU Varanasi,Mining Engg. (4130)/ Space Engg/ Machin (4131),10327.0,10900.0,Female
IIT/ISM Dhanbad,Mining Engg. (4130)/ Space Engg/ Machin (4131),,,Female
IIT/Kharagpur,Agriculture & Food Tech.   (4102) /(412W),7075.0,9390.0,Female
IIT/Kharagpur,Ocean & Naval Engg.   (4133),7648.0,8100.0,Female
IIT/Kharagpur,Exploration Geophysics (4210 /  Biotech 4205)/ Earth Engg,,,Female
IIT/Kanpur,Exploration Geophysics (4210 /  Biotech 4205)/ Earth Engg,8396.0,9100.0,Female
IIT/Kharagpur,Applied Geo Physics   (4209),9550.0,10166.0,Female
IIT/Kharagpur,Physics           (4204),9446.0,9702.0,Female
IIT/Madras,Physics           (4204),6494.0,6494.0,Female
IIT/Kanpur,Physics           (4204),6616.0,8990.0,Female
IIT/Dharwad,Physics           (4204),11146.0,11146.0,Female
IIT/Madras,Engg Design (5227),2751.0,4336.0,Female
IIT/Madras,Biological Engg (411 N) Biochem/ Biomed (412M)/ (412V),4769.0,5907.0,Female
IIT/BHU Varanasi,Biological Engg (411 N) Biochem/ Biomed (412M)/ (412V),9616.0,9616.0,Female
IIT/Madras,Naval Arch & ocean Engg   (4132),5783.0,6995.0,Female
IIT/Madras,Biological Sc. (4214/ 4103),7410.0,7410.0,Female
IIT/Kanpur,Biological Sc. (4214/ 4103),7206.0,7338.0,Female
IIT/Patna,B Tech civil  & MBA BG   (5407) / CE + Geot (5A03),,,Female
IIT/Patna,B Tech Chem Sc. & MBA BG   (5406),10305.0,10305.0,Female
IIT/Patna,B Tech ECE & MBA BG   (5409),6294.0,6294.0,Female
IIT/Patna,B Tech Engg phy  & MBA BG   (5410),9873.0,9873.0,Female
IIT/Patna,B Tech maths comp. & MBA BG   (5411),5339.0,5339.0,Female
IIT/Patna,"B Tech ME , Mtech mechtro   (5412)",9260.0,9260.0,Female
IIT/Patna,B Tech EEE & Mtech Power control   (5413),6902.0,6902.0,Female
IIT/ISM Dhanbad,B Tech Chem Sc. & / Minning MBA BG   (5415),9510.0,10755.0,Female
IIT/Roorkee,Geological Tech(5302) Min + MBA (5C02),9685.0,9893.0,Female
IIT/ISM Dhanbad,Geological Tech(5302) Min + MBA (5C02),10240.0,10240.0,Female
IIT/Roorkee,Chemical Sc. (5607) Applied Geophy (5307),9692.0,9908.0,Female
IIT/ISM Dhanbad,Chemical Sc. (5607) Applied Geophy (5307),11106.0,11106.0,Female
IIT/Roorkee,Geophysical Sc. (5303) Applied Geol (5306),9245.0,9435.0,Female
IIT/ISM Dhanbad,Geophysical Sc. (5303) Applied Geol (5306),10482.0,10482.0,Female
IIT/Roorkee,Physics   (5602) Physical Sci (5H0A)/ (4211),10149.0,10201.0,Female
IIT/ISM Dhanbad,Physics   (5602) Physical Sci (5H0A)/ (4211),10849.0,10849.0,Female
IIT/Jodhpur,Physics   (5602) Physical Sci (5H0A)/ (4211),9285.0,9285.0,Female
IIT/Guwahati,Chemical Sci (4108)   / Engg Chem (5H2B)/ (4212),6830.0,7675.0,Female
IIT/Patna,Chemical Sci (4108)   / Engg Chem (5H2B)/ (4212),9827.0,9938.0,Female
IIT/Jodhpur,Chemical Sci (4108)   / Engg Chem (5H2B)/ (4212),10768.0,10768.0,Female
IIT/Hyderabad,Engg. Sci. (4118)/ Unified Engg,2754.0,2941.0,Female
IIT/Ropar,Engg. Sci. (4118)/ Unified Engg,7273.0,7867.0,Female
IIT/Jammu,Engg. Sci. (4118)/ Unified Engg,10235.0,10258.0,Female
IIT/Bombay,CSE         (4110),22.0,62.0,Male
IIT/Delhi,CSE         (4110),53.0,108.0,Male
IIT/Kharagpur,CSE         (4110),159.0,258.0,Male
IIT/Madras,CSE         (4110),35.0,96.0,Male
IIT/Kanpur,CSE         (4110),97.0,158.0,Male
IIT/Roorkee,CSE         (4110),178.0,312.0,Male
IIT/Guwahati,CSE         (4110),315.0,392.0,Male
IIT/Hyderabad,CSE         (4110),183.0,299.0,Male
IIT/BHU Varanasi,CSE         (4110),394.0,601.0,Male
IIT/Ropar,CSE         (4110),868.0,1220.0,Male
IIT/Indore,CSE         (4110),469.0,713.0,Male
IIT/ISM Dhanbad,CSE         (4110),987.0,1334.0,Male
IIT/Gandhinagar,CSE         (4110),718.0,986.0,Male
IIT/Patna,CSE         (4110),919.0,1258.0,Male
IIT/Jodhpur,CSE         (4110),971.0,1536.0,Male
IIT/Mandi,CSE         (4110),1131.0,1434.0,Male
IIT/ Bhubneshwar,CSE         (4110),1242.0,1551.0,Male
IIT/Tirupati,CSE         (4110),1567.0,1971.0,Male
IIT/Jammu,CSE         (4110),1745.0,2662.0,Male
IIT/Goa,CSE         (4110),1768.0,2234.0,Male
IIT/Bhilai,CSE         (4110),2256.0,2815.0,Male
IIT/Palakkad,CSE         (4110),2007.0,2432.0,Male
IIT/Dharwad,CSE         (4110),2264.0,2782.0,Male
IIT/Madras,AI & DA         (412L),100.0,161.0,Male
IIT/Delhi,Maths & Compu Tech  (4124),131.0,199.0,Male
IIT/Guwahati,Maths & Compu Tech  (4124),447.0,625.0,Male
IIT/BHU Varanasi,Maths & Compu Tech  (4124),706.0,845.0,Male
IIT/Ropar,Maths & Compu Tech  (4124),1129.0,1911.0,Male
IIT/Indore,Maths & Compu Tech  (4124),880.0,973.0,Male
IIT/ISM Dhanbad,Maths & Compu Tech  (4124),1316.0,1739.0,Male
IIT/Patna,Maths & Compu Tech  (4124),1302.0,1923.0,Male
IIT/Jodhpur,Maths & Compu Tech  (4124),1962.0,2303.0,Male
IIT/ Bhubneshwar,Maths & Compu Tech  (4124),1750.0,1959.0,Male
IIT/Jammu,Maths & Compu Tech  (4124),2600.0,3337.0,Male
IIT/Goa,Maths & Compu Tech  (4124),2450.0,2964.0,Male
IIT/Dharwad,Maths & Compu Tech  (4124),2798.0,3200.0,Male
IISc./Banglore,Maths & Compu Tech  (4124),235.0,567.0,Male
IIT/Kharagpur,AI                   (4185),389.0,432.0,Male
IIT/Hyderabad,AI                   (4185),313.0,405.0,Male
IIT/Gandhinagar,AI                   (4185),640.0,1169.0,Male
IIT/Patna,AI                   (4185),1352.0,1602.0,Male
IIT/Patna,Maths & Compu (5609) / (5A09),1934.0,1953.0,Male
IIT/Delhi,CSE  (5216),109.0,166.0,Male
IIT/Roorkee,CSE  (5216),522.0,789.0,Male
IIT/Ropar,AI & Data Engg.       (411G),1347.0,1812.0,Male
IIT/Delhi,Maths & Compu Engg (5254),200.0,247.0,Male
IIT/Patna,CSE & MTe CSE    (5A05),1409.0,1558.0,Male
IIT/Bombay,Elect. Engg. (4111),106.0,281.0,Male
IIT/Delhi,Elect. Engg. (4111),328.0,425.0,Male
IIT/Kharagpur,Elect. Engg. (4111),734.0,946.0,Male
IIT/Madras,Elect. Engg. (4111),144.0,377.0,Male
IIT/Kanpur,Elect. Engg. (4111),431.0,693.0,Male
IIT/Roorkee,Elect. Engg. (4111),763.0,1027.0,Male
IIT/Hyderabad,Elect. Engg. (4111),404.0,894.0,Male
IIT/BHU Varanasi,Elect. Engg. (4111),1197.0,1529.0,Male
IIT/Ropar,Elect. Engg. (4111),1907.0,2807.0,Male
IIT/Indore,Elect. Engg. (4111),817.0,1522.0,Male
IIT/ISM Dhanbad,Elect. Engg. (4111),2174.0,2743.0,Male
IIT/Gandhinagar,Elect. Engg. (4111),1515.0,1938.0,Male
IIT/Jodhpur,Elect. Engg. (4111),2098.0,2983.0,Male
IIT/Mandi,Elect. Engg. (4111),2182.0,3005.0,Male
IIT/ Bhubneshwar,Elect. Engg. (4111),2394.0,2970.0,Male
IIT/Tirupati,Elect. Engg. (4111),2493.0,3354.0,Male
IIT/Jammu,Elect. Engg. (4111),3435.0,4230.0,Male
IIT/Goa,Elect. Engg. (4111),3256.0,3804.0,Male
IIT/Palakkad,Elect. Engg. (4111),2764.0,3719.0,Male
IIT/Roorkee,ECE          (4114),374.0,752.0,Male
IIT/Guwahati,ECE          (4114),770.0,899.0,Male
IIT/ISM Dhanbad,ECE          (4114),4069.0,4767.0,Male
IIT/Patna,ECE          (4114),1791.0,2297.0,Male
IIT/ Bhubneshwar,ECE          (4114),1553.0,2132.0,Male
IIT/Bhilai,ECE          (4114),2653.0,3498.0,Male
IIT/Dharwad,ECE          (4114),3012.0,3441.0,Male
IIT/Madras,Comp En & Mechs (412U),288.0,645.0,Male
IISc./Banglore,Comp En & Mechs (412U),648.0,923.0,Male
